Key,Parent key,Code,Title
105016,105002,43232906,Multiplexer software
105017,105002,43232902,Communications server software
105020,117562,43232702,Desktop communications software
105022,117562,43232703,Interactive voice response software
105030,117599,43233411,Screen saver software
105031,104970,43232502,Computer based training software
105034,104943,43232600,Industry specific software
105035,105034,43232611,Point of sale POS software
105036,105034,43232607,Flight control software
105037,105034,43232601,Aviation ground support software
105038,105034,43232602,Aviation test software
105039,106,44000000,Office Equipment and Accessories and Supplies
105040,105039,44100000,Office machines and their supplies and accessories
105041,105040,44101500,Duplicating machines
105042,105041,44101501,Photocopiers
105044,105040,44101600,Paper processing machines and accessories
105045,105044,44101601,Paper cutting machines or accessories
105046,105044,44101602,Paper punching or binding machines
105047,105040,44101700,Printer and photocopier and facsimile accessories
105048,105047,44101701,Color options or upgrades
105049,105047,44101702,Duplexer trays
105050,105047,44101703,Duplexer units
105051,105047,44101704,Facsimile handsets
105052,105040,44101800,Calculating machines and accessories
105054,105052,44101802,Adding machines
105055,105052,44101803,Accounting machines
105056,105040,44101900,Check endorsing and writing machines
105057,105056,44101901,Check endorsing machines
105058,105056,44101902,Check writing machines
105059,105040,44102000,Laminating supplies
105060,105059,44102001,Lamination film
105061,105040,44102100,Mail machines
105062,105061,44102101,Franking or postage machines
105063,105061,44102102,Mail opening machines
105064,105061,44102103,Mail sealing machines
105065,105061,44102104,Stamp canceling machines
105066,105061,44102105,Addressing machines
105067,105040,44102200,Scanner accessories
105068,105067,44102201,Endorsers
105069,105040,44102300,Packing machines
105070,105069,44102301,Bundling machines
105071,105069,44102302,Parcel wrapping machines
105072,105069,44102303,Seal presses
105073,105069,44102304,Sealing machines
105074,105069,44102305,Strapping tensioners or sealers
105075,105069,44102306,Tying machines
105076,105040,44102400,Labeling machines
105078,105076,44102402,Dating or numbering machines
105079,105076,44102403,Identification ID press machines
105080,105076,44102404,Label applying machines
105081,105076,44102405,Label making machines
105082,105076,44102406,Lettering equipment
105083,105076,44102407,Tape embosser
105084,105076,44102408,Automatic labeling systems
105085,105076,44102409,Semi automatic labeling systems
105087,105076,44102411,Label dispensers
105088,105040,44102500,Sorting machines
105089,105088,44102501,Money counting machines
105090,105088,44102502,Sorters
105091,105040,44102600,Typing machines and accessories
105093,105091,44102602,Typewriters
105094,105091,44102603,Printwheels
105095,105091,44102604,Stenotype machines
105098,105040,44102800,Binding and lamination machines
105099,105098,44102801,Laminators
105100,105040,44102900,Office machine accessories
105101,105100,44102901,Travel kits for office machines
105102,105100,44102902,Storage accessories for office machines
105103,105100,44102903,Tape cleaners
105104,105040,44103000,Fusers and accessories
105105,105104,44103001,Fuser cleaning pads or filters
105106,105104,44103002,Fuser oil
105107,105104,44103003,Fuser wiper
105108,105040,44103100,Printer and facsimile and photocopier supplies
105109,105108,44103101,Printer or facsimile or photocopier belts
105111,105108,44103103,Printer or facsimile toner
105112,105108,44103104,Transfer rolls
105113,105108,44103105,Ink cartridges
105114,105108,44103106,Ink sticks
105115,105108,44103107,Printer or facsimile or photocopier cleaning supplies
105116,105108,44103108,Developer for printers or photocopiers
105117,105039,44110000,Office and desk accessories
105118,105117,44111500,Organizers and accessories
105119,105118,44111501,Message holders or dispensers
105120,105118,44111502,Desk drawer organizers
105121,105118,44111503,Desktop trays or organizers
105123,105117,44111600,Cash handling supplies
105124,105123,44111601,Currency bags or wallets
105125,105123,44111609,Counterfeit bill detectors or supplies
105126,105123,44111603,Coin sorters
105127,105123,44111604,Coin wrappers or bill straps
105128,105123,44111605,Cash or ticket boxes
105130,105123,44111607,Check files
105131,105169,44122000,Folders and binders and indexes
105132,105131,44122001,Index card files
105133,105131,44122002,Sheet protectors
105134,105131,44122003,Binders
105136,105131,44122005,Magazine or book covers
105139,105131,44122008,Tab indexes
105140,105131,44122009,Rotary or business card files
105141,105131,44122010,Dividers
105142,105131,44122011,Folders
105143,105117,44111800,Drafting supplies
105144,105143,44111801,Stencils or lettering aids
105145,105143,44111802,Drafting films
105146,105143,44111803,Compasses
105147,105143,44111804,Drafting papers
105148,105143,44111805,Curves
105149,105143,44111806,Protractors
105150,105143,44111807,Scales
105151,105143,44111808,T squares
105152,105143,44111809,Templates
105153,105143,44111810,Triangles
105154,105117,44111900,Boards
105155,105154,44111901,Planning boards or accessories
105156,105154,44111902,Electronic copyboards or accessories
105157,105154,44111903,Easels or accessories
105158,105154,44111904,Letter boards or accessories
105159,105154,44111905,Dry erase boards or accessories
105160,105154,44111906,Chalk boards or accessories
105161,105154,44111907,Bulletin boards or accessories
105162,105154,44111908,Magnetic boards or accessories
105163,105117,44112000,Planning systems
105164,105163,44112001,Address books or refills
105165,105163,44112002,Calendars
105167,105163,44112004,Meeting planners
105168,105163,44112005,Appointment books or refills
105169,105039,44120000,Office supplies
105170,105169,44121500,Mailing supplies
105171,105170,44121501,Mailer tubes
105173,105170,44121503,Mailers
105174,105170,44121504,Window envelopes
105175,105170,44121505,Specialty envelopes
105176,105170,44121506,Standard envelopes
105177,105169,44121600,Desk supplies
105178,105131,44122012,Clipboards
105179,107739,44122101,Rubber bands
105180,107739,44122118,Prong fasteners
105181,105177,44121604,Stamps
105182,105177,44121605,Tape dispensers
105184,107739,44122103,Clasp fasteners
105185,107739,44122104,Paper clips
105186,107739,44122105,Binder or bulldog clips
105187,107739,44122106,Pins or tacks
105188,105177,44121611,Paper or eyelet punches
105189,105177,44121612,Paper cutters or refills
105190,105177,44121613,Staple removers
105191,105177,44121614,Call bells
105192,105177,44121615,Staplers
105193,107739,44122107,Staples
105194,105177,44121617,Manual letter openers
105195,105177,44121618,Scissors
105196,105169,44121700,Writing instruments
105197,105196,44121701,Rollerball pens
105198,105196,44121702,Pen or pencil sets
105199,105196,44121703,Fountain pens
105200,105196,44121704,Ball point pens
105201,105196,44121705,Mechanical pencils
105202,105196,44121706,Wooden pencils
105203,105196,44121707,Colored pencils
105204,105196,44121708,Markers
105205,105196,44121709,Crayons
105206,105196,44121710,Writing chalk or accessories
105207,105169,44121800,Correction media
105208,105207,44121801,Correction film or tape
105209,105207,44121802,Correction fluid
105210,105177,44121619,Manual pencil sharpener
105211,105169,44121900,Ink and lead refills
105213,105211,44121902,Lead refills
105215,106,45000000,Printing and Photographic and Audio and Visual Equipment and Supplies
105216,105215,45100000,Printing and publishing equipment
105217,105216,45101500,Printing machinery and equipment
105218,105217,45101501,Heliographic printers
105219,105217,45101502,Offset printing presses
105220,105217,45101503,Letterpress equipment
105221,105217,45101504,Lithographic equipment
105222,105217,45101505,Photogravure printing machines
105223,105217,45101506,Silk screen printing machines
105224,105217,45101507,Printing presses
105225,105217,45101508,Perforating machines
105226,105216,45101600,Printing machinery accessories
105227,105287,45121513,Offset cameras
105228,105226,45101602,Offset darkroom equipment
105229,105226,45101603,Offset printing consumables
105230,105226,45101604,Offset printing plate processors
105232,105226,45101606,Offset film processors
105233,105226,45101607,Silk screen arc lamps
105234,105226,45101608,Silk screen screens
105235,105226,45101609,Silk screen printing racks
105236,105226,45101610,Silk screen vacuum printing frames
105237,105226,45101611,Silk screen squeegees
105238,105216,45101700,Printing accessories
105239,105238,45101701,Printing assemblers
105240,105238,45101702,Printing guillotines
105241,105238,45101703,Printing collators or decollators
105242,105238,45101704,Printing cutters
105243,105238,45101705,Printing trimmers
105244,105238,45101706,Printing punches
105245,105238,45101707,Printing plates
105246,105238,45101708,Printing awls
105247,105216,45101800,Book binding and sewing equipment and accessories
105248,105247,45101801,Book creasing machines
105249,105247,45101802,Book cutting machines
105250,105247,45101803,Book punching machines
105251,105247,45101804,Book stitching machines
105252,105247,45101805,Book jogging machines
105253,105247,45101806,Book gathering machines
105254,105247,45101807,Book folding machines
105255,105216,45101900,Printing laboratory equipment and accessories
105256,105255,45101901,Banding machines
105257,105255,45101902,Platemakers
105258,105255,45101903,Paper drilling machines
105259,105255,45101904,Enlargers
105260,105255,45101905,Drawing or retouching boards
105261,105287,45121514,Photocopier cameras
105262,105216,45102000,Composing machines and accessories
105263,105262,45102001,Intertype composing machines
105264,105262,45102002,Linotype composing machines
105265,105262,45102003,Photocomposition materials
105266,105262,45102004,Monotype composing machines
105267,105262,45102005,Phototypesetting machines
105268,105215,45110000,Audio and visual presentation and composing equipment
105269,105268,45111500,Lecterns and sound systems and accessories
105270,105269,45111501,Free standing lecterns
105271,105269,45111502,Table top lecterns
105272,105268,45111600,Projectors and supplies
105273,105272,45111601,Pointers
105274,105272,45111602,Projection lamps
105275,105272,45111603,Projection screens or displays
105276,105272,45111604,Slide projectors
105277,105272,45111605,Transparency equipment or supplies
105278,105272,45111606,Liquid crystal display projection panels
105279,105272,45111607,Overhead projectors
105280,105272,45111608,Film projectors
105281,105272,45111609,Multimedia projectors
105282,105272,45111610,Epidiascopes
105285,105313,45131604,Blank video tapes
105286,105215,45120000,Photographic or filming or video equipment
105287,105286,45121500,Cameras
105288,105287,45121501,Still cameras
105289,105287,45121502,Instant print cameras
105290,105287,45121503,Disposable cameras
105291,105287,45121504,Digital cameras
105292,105287,45121505,Cinematographic cameras
105293,135663,45121801,Microfilm cameras
105295,105287,45121510,Aerial cameras
105296,105287,45121511,High speed cameras
105297,105287,45121512,Underwater cameras
105298,105286,45121600,Camera accessories
105299,105298,45121601,Camera flashes or lighting
105300,105298,45121602,Camera tripods
105301,105298,45121603,Camera lens
105302,105286,45121700,Photographic processing equipment
105303,105302,45121701,Film driers
105304,105302,45121702,Film washers
105305,105302,45121703,Film splicers
105306,105302,45121704,Film editors
105307,105302,45121705,Photographic enlargers
105308,105215,45130000,Photographic and recording media
105309,105308,45131500,Still picture film
105310,105309,45131501,Color film
105311,105309,45131502,Black and white film
105312,105309,45131503,Instant picture film
105313,105308,45131600,Moving picture media
105314,105313,45131601,Motion picture camera film
105316,105309,45131505,X ray film
105317,105215,45140000,Photographic filmmaking supplies
105318,105317,45141500,Photographic processing chemicals
105319,105318,45141501,Developer solution
105320,105318,45141502,Fixative
105321,105317,45141600,Darkroom supplies
105322,105321,45141601,Developing trays
105323,105321,45141602,Developing tanks
105324,105321,45141603,Developing tongs
105325,107,46000000,Defense and Law Enforcement and Security and Safety Equipment and Supplies
105326,105325,46100000,Light weapons and ammunition
105327,105326,46101500,Firearms
105331,105327,46101504,Handguns
105332,105327,46101505,Air rifles or air handguns
105333,105326,46101600,Ammunition
105335,105326,46101700,Ammunition handling systems
105338,105325,46110000,Conventional war weapons
105339,105338,46111500,Bombs and grenades
105346,105325,46120000,Missiles
105359,105325,46130000,Rockets and subsystems
105371,105325,46140000,Launchers
105375,105325,46150000,Law enforcement
105376,105375,46151500,Crowd control equipment
105377,105376,46151501,Barricades
105378,105376,46151502,Riot helmets
105379,105376,46151503,Riot shields
105380,105376,46151504,Body armour
105381,105376,46151505,Barriers
105382,105375,46151600,Security and control equipment
105383,105382,46151601,Handcuffs
105384,105382,46151602,Night sticks
105385,136634,46151715,Fingerprint equipment
105386,105382,46151604,Alcohol analysers
105387,105382,46151605,Weapon or explosives detectors and supplies
105388,105382,46151606,Narcotic test kits
105389,105325,46160000,Public safety and control
105390,105389,46161500,Traffic control
105391,105390,46161501,Airport signaling systems
105392,105390,46161502,Railway signaling systems
105393,105390,46161503,Marine signaling systems
105394,105390,46161504,Traffic signals
105396,105325,46170000,Security surveillance and detection
105397,105396,46171500,Locks and security hardware and accessories
105406,105396,46171600,Surveillance and detection equipment
105407,107751,46191501,Smoke detectors
105408,105406,46171602,Safety horns
105409,105406,46171603,Clock timers
105410,105406,46171604,Alarm systems
105411,105406,46171605,Door chimes
105412,105406,46171606,Sirens
105413,105406,46171607,Buzzers
105414,105406,46171608,Motion detectors
105415,105406,46171609,Convex security mirrors
105416,105406,46171610,Security cameras
105417,105406,46171611,Video identification systems
105418,105406,46171612,Video monitors
105419,105406,46171613,Gas detectors
105421,105406,46171615,Light enhancing cameras or vision devices
105422,105325,46180000,Personal safety and protection
105423,105422,46181500,Safety apparel
105424,105423,46181501,Protective aprons
105425,105423,46181502,Bullet proof vests
105426,105423,46181503,Protective coveralls
105427,105423,46181504,Protective gloves
105429,105423,46181506,Protective ponchos
105430,105423,46181507,Safety vests
105431,105423,46181508,Fire retardant apparel
105432,105423,46181509,Hazardous material protective apparel
105435,105423,46181512,Cleanroom apparel
105442,132488,46182306,Safety harnesses or belts
105448,105422,46181600,Safety footwear
105449,105448,46181601,Fire retardant footwear
105450,105448,46181602,Hazardous material protective footwear
105451,105448,46181603,Cleanroom footwear
105452,105448,46181604,Safety boots
105453,105448,46181605,Safety shoes
105454,105422,46181700,Face and head protection
105455,105454,46181701,Hard hats
105456,105454,46181702,Facial shields
105458,105454,46181704,Safety helmets
105459,105454,46181705,Motorcycle helmets
105460,105422,46181800,Vision protection and accessories
105461,105460,46181801,Eyewear holders or cases
105464,105460,46181804,Goggles
105465,105422,46181900,Hearing protectors
105466,142282,42143523,Ear plugs
105467,105465,46181902,Ear muffs
105468,105422,46182000,Respiratory protection
105470,105468,46182002,Respirators
105471,105468,46182003,Gas masks
105472,105422,46182100,Anti static equipment and supplies
105473,105472,46182101,Antistatic wrist straps
105475,105422,46182200,Ergonomic support aids
105482,105,47000000,Cleaning Equipment and Supplies
105483,105482,47100000,Water and wastewater treatment supply and disposal
105484,105483,47101500,Water treatment and supply equipment
105485,105484,47101501,Activated carbon equipment
105486,105484,47101502,Ammonia removal equipment
105487,105484,47101503,Carbon filtration equipment
105488,105484,47101504,Bacterial removal equipment
105490,105484,47101506,Corrosion control equipment
105491,105484,47101507,Grit chambers
105492,105484,47101508,Desalination equipment
105494,105484,47101510,Iron removal equipment
105496,105484,47101512,Mixers or agitators
105497,105484,47101513,Oxygen generators
105498,105484,47101514,Water purification equipment
105501,105484,47101517,Ultraviolet disinfection equipment
105505,105484,47101521,Ultrafiltration equipment
105506,105484,47101522,Packaged water treatment systems
105507,105484,47101523,Collection tanks
105508,105484,47101524,Sludge or sewage composting equipment
105509,105484,47101525,Dewatering equipment
105512,105484,47101528,Water treatment dryers
105513,105484,47101529,Incinerators
105514,105484,47101530,Odor control equipment
105515,105484,47101531,Septic tanks
105516,105484,47101532,Settling tanks
105518,105484,47101534,Sewage distributors
105519,105484,47101535,Sludge disposal equipment
105520,105484,47101536,Sludge collectors
105521,105484,47101537,Sludge conditioning equipment
105522,105484,47101538,Sludge or sewage digesters
105524,105483,47101600,Water treatment consumables
105525,105524,47101601,Algaecides
105529,105524,47101605,Bacterial removal chemicals
105530,105524,47101606,Corrosion control chemicals
105533,105524,47101609,Microbiocides
105535,105524,47101611,Demulsifiers
105537,105482,47110000,Industrial laundry and dry cleaning equipment
105538,105537,47111500,Washing and drying equipment
105539,105538,47111501,Laundry type combined washing or drying machines
105540,105538,47111502,Laundry type washing machines
105541,105538,47111503,Clothes dryers
105543,105537,47111600,Ironing equipment
105547,105537,47111700,Dry cleaning equipment
105549,105482,47120000,Janitorial equipment
105550,105549,47121500,Cleaning and janitorial carts and accessories
105551,105550,47121501,Cleaning or janitorial cart
105552,105550,47121502,Cleaning or janitorial cart accessories
105553,105549,47121600,Floor machines and accessories
105555,105549,47121700,Waste containers and accessories
105556,105555,47121701,Trash bags
105557,105555,47121702,Waste containers or rigid liners
105558,105555,47121703,Smoking urns or accessories
105559,105549,47121800,Cleaning equipment
105560,105559,47121801,Cleaning dusters
105561,105559,47121802,Lint removers
105562,105559,47121803,Squeegees or washers
105563,105559,47121804,Cleaning pails or buckets
105564,105482,47130000,Cleaning and janitorial supplies
105565,105564,47131500,Cleaning rags and cloths and wipes
105566,105565,47131501,Rags
105567,105565,47131502,Cleaning cloths or wipes
105568,105564,47131600,Brooms and mops and brushes and accessories
105569,105568,47131601,Dust brushes or pans
105570,105568,47131602,Scouring pads
105571,105568,47131603,Sponges
105572,105568,47131604,Brooms
105573,105568,47131605,Cleaning brushes
105574,105568,47131617,Dust mops
105575,105568,47131618,Wet mops
105576,105568,47131608,Toilet brushes
105578,105564,47131700,Restroom supplies
105579,105578,47131701,Paper towel dispensers
105580,105578,47131702,Sanitary goods dispensers
105581,105578,47131703,Sanitary waste receptacles
105582,105578,47131704,Institutional soap or lotion dispensers
105586,105564,47131800,Cleaning and disinfecting solutions
105587,105586,47131801,Floor cleaners
105589,105586,47131803,Household disinfectants
105590,105586,47131804,Ammonia cleaners
105591,105,48000000,Service Industry Machinery and Equipment and Supplies
105592,105591,48100000,Institutional food services equipment
105593,105592,48101500,Cooking and warming equipment
105594,105593,48101501,Commercial use bain maries
105595,105593,48101502,Commercial use barbeque ovens
105596,105593,48101503,Commercial use broilers
105597,105593,48101504,Commercial use charcoal grills
105598,105593,48101505,Commercial use coffee or iced tea makers
105599,105593,48101506,Commercial use coffee warmers
105600,105593,48101507,Commercial use convection ovens
105601,105593,48101508,Commercial use conveyer toasters
105602,105593,48101509,Commercial use deep fryers
105603,105593,48101510,Commercial use food warmers
105604,105593,48101511,Commercial use griddles
105605,105593,48101512,Commercial use grills
105606,105593,48101513,Commercial use heat lamps
105607,105593,48101514,Commercial use high pressure steamers
105608,105593,48101515,Commercial use hot dog grills
105609,105593,48101516,Commercial use microwave ovens
105610,105593,48101517,Commercial use ovens
105611,105593,48101518,Commercial use pasta cookers
105612,105593,48101519,Commercial use pizza ovens
105613,105593,48101520,Commercial use popcorn machines
105614,105593,48101521,Commercial use ranges
105615,105593,48101522,Commercial use rotisseries
105616,105593,48101523,Commercial use smokers or smoke ovens
105617,105593,48101524,Commercial use steamers
105618,105593,48101525,Commercial use toasters
105619,105593,48101526,Commercial use waffle irons
105620,105592,48101600,Food preparation equipment
105621,105620,48101601,Commercial use blenders
105622,105620,48101602,Commercial use electric can openers
105623,105620,48101603,Commercial use food choppers or cubers or dicers
105624,105620,48101604,Commercial use coffee grinders
105625,105620,48101605,Commercial use food grinders
105626,105620,48101606,Commercial use graters
105627,105620,48101607,Commercial use juicers
105628,105620,48101608,Commercial use mixers
105629,105620,48101609,Commercial use pasta machines
105630,105620,48101610,Commercial use peelers
105631,105620,48101611,Commercial use scales
105632,105620,48101612,Commercial use food processors
105633,105592,48101700,Food and beverage dispensing equipment
105634,105633,48101701,Carbonated beverage dispenser
105635,105633,48101702,Non carbonated beverage dispenser
105636,105633,48101703,Milk dispensers
105637,105633,48101704,Syrup pumps
105638,105633,48101705,Cappuccino or espresso machines
105639,105633,48101706,Milkshake machines
105640,105633,48101707,Soft serve machines
105641,105633,48101708,Slush machines
105642,105633,48101709,Ice dispensers
105643,105592,48101800,Cookware and kitchen tools
105644,105643,48101801,Commercial use cutlery
105645,105643,48101802,Commercial use molds
105646,105643,48101803,Commercial use scoops
105647,105643,48101804,Commercial use measuring cups
105648,105643,48101805,Commercial use mixing bowls
105649,105643,48101806,Commercial use cake or pie pans
105650,105643,48101807,Commercial use pizza pans
105651,105643,48101808,Commercial use sauce or saute pans
105652,105643,48101809,Commercial use stock or sauce pots
105653,105643,48101810,Commercial use pot or pan covers
105654,105643,48101811,Commercial use rolling pins
105655,105643,48101812,Commercial use strainers
105656,105643,48101813,Commercial use whisks
105657,105643,48101814,Commercial use woks
105658,105643,48101815,Commercial use ladles
105659,105592,48101900,Tabletop and serving equipment
105660,105659,48101901,Food service dinnerware
105661,105659,48101902,Food service flatware
105662,105659,48101903,Food service glasses
105663,105659,48101904,Food service stemware
105664,105659,48101905,Food service cups or mugs
105665,105659,48101906,Food service serving baskets
105666,105659,48101907,Food service pitchers
105667,105659,48101908,Food service chafers
105668,105659,48101909,Food service coffee or tea pots
105669,105659,48101910,Food service soup crocks
105670,105659,48101911,Food service ice buckets or wine coolers
105671,105659,48101912,Food service condiment dispensers
105672,105659,48101913,Food service punch bowls
105673,105659,48101914,Food service wine carafes
105674,105659,48101915,Food service trays
105675,105592,48102000,Restaurant furniture
105676,105675,48102001,Restaurant chairs
105677,105675,48102002,Booths
105678,105675,48102003,Salad bars
105679,105675,48102004,Tabletops
105680,105675,48102005,Bar stools
105681,105675,48102006,Permanent bars
105682,105675,48102007,Portable bars
105683,105592,48102100,Storage and handling equipment and supplies
105684,105683,48102101,Display cases
105685,105683,48102102,Heated display cases
105686,105683,48102103,Refrigerated display cases
105687,105683,48102104,Ice cream display cases
105688,108,49000000,Sports and Recreational Equipment and Supplies and Accessories
105689,105688,49100000,Collectibles and awards
105698,105689,49101600,Collectibles
105700,105698,49101602,Souvenirs
105707,105689,49101700,Awards
105708,105707,49101701,Medals
105709,105707,49101702,Trophies
105712,133448,60130000,Musical Instruments and parts and accessories
105713,105712,60131000,Keyboard instruments
105714,105713,60131003,Musical organs
105716,105713,60131001,Pianos
105717,105712,60131100,Brass instruments
105718,105717,60131101,Trumpets
105719,105717,60131102,Trombones
105721,105717,60131104,Saxophones
105722,105712,60131200,Woodwind instruments
105723,105722,60131201,Clarinets
105724,105722,60131202,Oboes
105725,105722,60131203,Musical flutes
105726,105722,60131204,Piccoloes
105729,105712,60131300,String instruments
105730,105729,60131301,Harpsichords
105731,105729,60131302,Clavichords
105732,105729,60131303,Guitars
105733,105729,60131304,Violins
105734,105729,60131305,Harps
105735,105729,60131306,Banjoes
105736,105712,60131400,Percussion instruments
105737,105736,60131401,Cymbals
105738,105736,60131402,Bells
105739,105736,60131403,Tambourines
105740,105736,60131404,Castanets
105741,105736,60131405,Drums
105742,105736,60131406,Xylophones
105743,105712,60131500,Musical instrument parts and accessories
105744,105743,60131501,Metronomes
105746,105743,60131503,Instrument strings or picks
105747,105688,49120000,Camping and outdoor equipment and accessories
105748,105747,49121500,Camping and outdoor equipment
105749,107523,24141506,Tarpaulins
105750,105748,49121502,Sleeping pads
105751,105748,49121503,Tents
105752,105748,49121504,Sleeping bags
105753,105748,49121505,Ice chests
105754,105748,49121506,Tent repair kits
105755,105748,49121507,Pneumatic mattresses
105756,105748,49121508,Mosquito nets
105757,105748,49121509,Camping or outdoor stoves
105758,105747,49121600,Camping furniture
105759,105758,49121601,Camping chairs or stools
105760,105758,49121602,Camping tables
105761,105758,49121603,Camping cots
105762,105688,49130000,Fishing and hunting equipment
105763,105762,49131500,Fishing tackle
105764,105763,49131501,Fishing rods
105777,105688,49140000,Watersports equipment
105778,105777,49141500,Scuba and snorkeling gear
105779,105778,49141501,Bouyancy compensators
105780,105778,49141502,Scuba tanks
105781,105778,49141503,Scuba regulators
105782,105778,49141504,Diving instruments or accessories
105783,105778,49141505,Masks or fins or snorkels
105784,105778,49141506,Wetsuits
105785,105778,49141507,Drysuits
105794,105688,49150000,Winter sports equipment
105795,105794,49151500,Skiing and snowboarding equipment
105796,105795,49151501,Ski boots
105797,105795,49151502,Skis
105805,105688,49160000,Field and court sports equipment
105806,105805,49161500,Field sports equipment
105807,105806,49161501,Football blocking sleds
105809,105806,49161503,Baseballs
105810,105806,49161504,Footballs
105811,105806,49161505,Soccer balls
105812,105806,49161506,Baseball bats
105815,105806,49161509,Softballs
105817,105805,49161600,Racquet and court sports equipment
105818,105817,49161601,Racquetball rackets
105819,105817,49161602,Badminton rackets
105820,105817,49161603,Basketballs
105821,105817,49161604,Tennis balls
105824,105817,49161607,Tennis racquets
105825,105817,49161608,Volleyballs
105828,105805,49161700,Track sports equipment
105830,105828,49161702,Jumping bars
105836,105688,49170000,Gymnastics and boxing equipment
105837,105836,49171500,Gymnastics equipment
105838,105837,49171501,Gymnastic bars or beams
105840,105837,49171503,Gymnastic vaulting equipment
105842,105836,49171600,Boxing equipment
105843,105842,49171601,Boxing rings
105846,105688,49180000,Target and table games and equipment
105847,105846,49181500,Table games and equipment
105848,105847,49181501,Billiard tables
105854,105847,49181507,Tennis tables
105863,105688,49200000,Fitness equipment
105864,105863,49201500,Aerobic training equipment
105865,105864,49201501,Treadmills
105867,105864,49201503,Stationary bicycles
105868,105864,49201504,Rowing machines
105869,107788,49201601,Dumbbells
105876,105864,49201512,Jump ropes
105878,105688,49210000,Other sports
105885,105688,49220000,Sports equipment and accessories
105886,105885,49221500,Sport accessories
105887,105886,49221501,Sport scoreboards
105888,105886,49221502,Sport goals
105891,105886,49221505,Sport nets or netting
105893,133448,60140000,Toys and games
105894,105893,60141000,Toys
105908,105893,60141100,Games
105910,105908,60141102,Board games
105914,105688,49240000,Recreation and playground and swimming and spa equipment and supplies
105915,105914,49241500,Playground equipment
105916,105915,49241501,Playground swings
105918,105915,49241503,Playground merry go rounds
105924,105,50000000,Food Beverage and Tobacco Products
105925,105924,50100000,Nuts and seeds
106008,105924,50110000,Meat and poultry products
106009,106008,50111500,Minimally processed meat and poultry products
106035,105924,50120000,Seafood
106036,106035,50121500,Fish
106087,105924,50130000,Dairy products and eggs
106099,106087,50131600,Eggs and egg substitutes
106125,105924,50150000,Edible oils and fats
106126,106125,50151500,Edible vegetable and plant oils and fats
106139,106125,50151600,Edible animal oils and fats
106148,105924,50160000,Chocolate and sugars and sweeteners and confectionary products
106149,106148,50161500,Chocolate and sugars and sweetening products
106169,106148,50161800,Confectionary products
106172,105924,50170000,Seasonings and preservatives
106173,106172,50171500,Herbs and spices and extracts
106239,105924,50180000,Bread and bakery products
106251,106239,50181700,Baking mixes and supplies
106264,105924,50190000,Prepared and preserved foods
106265,106264,50191500,Prepared soups and stews
106298,106264,50192100,Snack foods
106303,105924,50200000,Beverages
106304,114724,50202301,Water
106319,106303,50201700,Coffee and tea
106320,106319,50201709,Instant coffee
106322,106319,50201706,Coffee
106330,114724,50202306,Soft drinks
106350,105924,50210000,Tobacco and smoking products and substitutes
106358,104,51000000,Drugs and Pharmaceutical Products
106359,106358,51100000,Amebicides and trichomonacides and antiprotozoals
106363,181785,51282004,Chloramphenicol or chloramphenicolum
106364,181894,51283002,Clindamycin
106369,181984,51284017,Tetracycline
106370,106359,51101600,Amebicides and Trichomonacides and Antiprotozoals
106371,106404,51101923,Atovaquone
106372,106370,51101602,Eflornithine
106373,181844,51282808,Metronidazole
106374,106358,51450000,Anthelmintics
106375,184068,51451801,Albendazole
106376,184076,51452401,Mebendazole
106377,184086,51453201,Oxamniquine
106379,184080,51452701,Praziquantel
106380,184075,51452301,Pyrantel
106381,184088,51453501,Thiabendazole or tiabendazole
106382,106358,51300000,Antifungal drugs
106383,182394,51302401,Amphotericin B
106384,182354,51301802,Butenafine hydrochloride
106387,182369,51302308,Clotrimazole
106389,182425,51303402,Fluconazole
106390,182409,51303001,Flucytosine
106391,182357,51301904,Griseofulvin
106392,182425,51303403,Itraconazole
106393,182369,51302318,Ketoconazole
106394,182369,51302320,Miconazole
106396,182394,51302403,Natamycin
106397,182394,51302404,Nystatin
106402,182369,51302325,Tioconazole
106403,182361,51302004,Tolnaftate
106404,106359,51101900,Antiprotozoals
106406,106404,51101902,Mefloquine
106407,106404,51101903,Primaquine
106408,106404,51101904,Quinine
106409,181731,51281500,Antitubercular drugs
106410,181916,51283301,Cycloserine
106411,106409,51281501,Ethambutol
106412,106409,51281502,Isoniazid
106416,181896,51283110,Clofazimine
106417,200980,51287004,Dapsone
106419,181851,51282901,Cinoxacin
106422,200955,51285907,Methenamine mandelate
106423,181851,51282951,Nalidixic acid
106426,178934,51172201,Pentosan polysulfate sodium
106428,106358,51340000,Antiviral drugs
106432,182879,51342901,Didanosine
106433,182879,51342902,Famciclovir
106436,182885,51343101,Idoxuridine
106438,182885,51343110,Lamivudine
106439,182882,51343002,Nevirapine
106440,182855,51342503,Ribavirin
106441,182823,51341604,Rimantadine hydrochloride
106442,182899,51343203,Ritonavir
106446,182845,51342310,Valacyclovir hydrochloride
106447,182879,51342904,Vidarabine
106448,182885,51343115,Zalcitabine
106450,106358,51110000,Antineoplastic agents
106452,199865,51112901,Amifostine
106453,199837,51112301,Busulfan
106454,199857,51112701,Carboplatin
106455,199853,51112601,Carmustine
106456,199844,51112505,Chlorambucil
106458,199844,51112507,Cyclophosphamide
106459,199840,51112402,Dacarbazine
106460,199844,51112510,Ifosfamide
106463,199844,51112513,Melphalan
