PrimaryDI,publicDeviceRecordKey,publicVersionStatus,deviceRecordStatus,publicVersionNumber,publicVersionDate,devicePublishDate,deviceCommDistributionEndDate,deviceCommDistributionStatus,brandName,versionModelNumber,catalogNumber,dunsNumber,companyName,deviceCount,deviceDescription,DMExempt,premarketExempt,deviceHCTP,deviceKit,deviceCombinationProduct,singleUse,lotBatch,serialNumber,manufacturingDate,expirationDate,donationIdNumber,labeledContainsNRL,labeledNoNRL,MRISafetyStatus,rx,otc,deviceSterile,sterilizationPriorToUse
846468017255,48d822c4-0f6d-4dcb-9d40-1c175c5f4894,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0204-0017,0204-0017,793384496,"Pioneer Surgical Technology, Inc.",1,Four Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017248,e91153b4-cc6a-4722-9bca-0efa56100cdf,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0204-0016,0204-0016,793384496,"Pioneer Surgical Technology, Inc.",1,Four Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017231,be691282-3624-42f2-b978-d3af003aae3b,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0204-0015,0204-0015,793384496,"Pioneer Surgical Technology, Inc.",1,Four Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017224,c50fa5b4-18f3-4e4d-b25f-af605960ba15,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0204-0014,0204-0014,793384496,"Pioneer Surgical Technology, Inc.",1,Four Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017217,d25fc95e-29ca-4597-a366-7118c678fe58,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0203-0022,0203-0022,793384496,"Pioneer Surgical Technology, Inc.",1,Three Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017200,b091f812-bc77-4bf7-ab46-7c01cab1a7ac,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0203-0021,0203-0021,793384496,"Pioneer Surgical Technology, Inc.",1,Three Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017194,b4bdadd9-24f1-43fb-8e8c-97fa2d1d0831,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0203-0020,0203-0020,793384496,"Pioneer Surgical Technology, Inc.",1,Three Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017187,634600d3-99ac-4a3d-8054-1580b4507b8b,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0203-0019,0203-0019,793384496,"Pioneer Surgical Technology, Inc.",1,Three Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017170,7f8bc1e1-5a66-4dbf-9dcd-164818676f40,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0203-0018,0203-0018,793384496,"Pioneer Surgical Technology, Inc.",1,Three Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017163,47c74b33-f1f6-4541-957c-d289c05e69c9,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0203-0017,0203-0017,793384496,"Pioneer Surgical Technology, Inc.",1,Three Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017156,bd7eb067-8825-4a09-9776-25cd159b0ec7,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0203-0016,0203-0016,793384496,"Pioneer Surgical Technology, Inc.",1,Three Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017149,ff24c4c6-b918-4939-9563-9bf5d09903ec,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0203-0015,0203-0015,793384496,"Pioneer Surgical Technology, Inc.",1,Three Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017132,7905fd42-2e58-4e17-8280-89f7b2f02971,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0203-0014,0203-0014,793384496,"Pioneer Surgical Technology, Inc.",1,Three Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017125,14d9c265-191d-4b81-812b-1d87b764d7aa,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0202-0022,0202-0022,793384496,"Pioneer Surgical Technology, Inc.",1,Two Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017118,5d05f6b1-f30c-43ac-8d52-a802aed1f30a,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0202-0021,0202-0021,793384496,"Pioneer Surgical Technology, Inc.",1,Two Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017101,e9f34910-a347-48ff-86d3-76b61ea6f39f,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0202-0020,0202-0020,793384496,"Pioneer Surgical Technology, Inc.",1,Two Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017095,1d409c71-1798-44e0-9026-8e6e52f6ef02,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0202-0019,0202-0019,793384496,"Pioneer Surgical Technology, Inc.",1,Two Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017088,57b5b7c9-901d-4ae2-9eb7-f4bd4b00572f,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0202-0018,0202-0018,793384496,"Pioneer Surgical Technology, Inc.",1,Two Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017071,dee731ba-ec57-468a-bb61-8aa212205fb4,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0202-0017,0202-0017,793384496,"Pioneer Surgical Technology, Inc.",1,Two Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017064,9c209a06-981e-4e12-ad77-c938a5f63782,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0202-0016,0202-0016,793384496,"Pioneer Surgical Technology, Inc.",1,Two Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017057,fe5bfd31-2bd0-47a7-8d5d-35c60eef5be8,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0202-0015,0202-0015,793384496,"Pioneer Surgical Technology, Inc.",1,Two Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017040,de250576-78b5-4e1e-aed3-bf9782bb40cc,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0202-0014,0202-0014,793384496,"Pioneer Surgical Technology, Inc.",1,Two Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017033,40a8f912-a0c8-4aa4-adc4-2e27e731f48c,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0201-0026,0201-0026,793384496,"Pioneer Surgical Technology, Inc.",1,One Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017026,3a5cff80-d418-44df-b5dd-75ba58d86db3,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0201-0024,0201-0024,793384496,"Pioneer Surgical Technology, Inc.",1,One Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017019,41c71862-5625-4709-8a31-42c0adabc1db,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0201-0022,0201-0022,793384496,"Pioneer Surgical Technology, Inc.",1,One Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468017002,9009b296-0eb7-484c-9dfa-3f0619d1fe04,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0201-0020,0201-0020,793384496,"Pioneer Surgical Technology, Inc.",1,One Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016999,6d20de0b-da7c-4cd2-848c-703217331263,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0201-0018,0201-0018,793384496,"Pioneer Surgical Technology, Inc.",1,One Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016982,6cc8f5d1-5a07-4757-9ee0-591efd65e349,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0201-0016,0201-0016,793384496,"Pioneer Surgical Technology, Inc.",1,One Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016975,ab3ad837-7c8f-4f27-aaff-0ab27ce036ac,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0201-0014,0201-0014,793384496,"Pioneer Surgical Technology, Inc.",1,One Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016968,47f32a51-8013-4dc9-9fbc-4937cd164ee6,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0201-0012,0201-0012,793384496,"Pioneer Surgical Technology, Inc.",1,One Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016951,10009f10-fe9c-4591-96e1-ee0d93b32a9f,Update,Published,4,2021-10-14,2015-12-08,,In Commercial Distribution,Cequence,0201-0010,0201-0010,793384496,"Pioneer Surgical Technology, Inc.",1,One Level Semi-Constrained Plate,,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016944,a9a2301e-9f23-4c77-bf3a-f0c2b1c36ace,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-975-90,01-PA-975-90,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016937,36d3f493-d4fe-4583-9839-c573b4f65568,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-975-80,01-PA-975-80,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016920,ee417bcc-1d57-4b16-af35-421679c82f09,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-975-70,01-PA-975-70,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016913,4f20bdad-43e9-455e-bb57-e678f5deb09c,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-975-60,01-PA-975-60,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016906,78836b33-9901-42c5-8b59-32c6748bea12,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-975-55,01-PA-975-55,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016890,9d33e15e-92fb-4fdb-92d9-f188ed716385,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-975-50,01-PA-975-50,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016883,07eea3d9-f5e2-4f26-b512-e7744fe0fdc6,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-975-45,01-PA-975-45,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016876,857c53ec-45c3-443e-b83c-d8baca75a712,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-975-40,01-PA-975-40,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016869,a87e5cba-2b55-4e1b-9459-566e457a9044,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-975-100,01-PA-975-100,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016852,25e6a145-47f6-43ed-866e-ae8176039461,Update,Published,2,2021-10-14,2020-09-25,,In Commercial Distribution,Streamline TL Spinal Fixation System,01-PA-875-95,01-PA-875-95,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016845,ebecb866-e850-4265-a7a6-5a4ecd6d0377,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-875-90,01-PA-875-90,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016838,a0fd7041-d8e8-4ad2-aeb5-804de3b5c8d2,Update,Published,2,2021-10-14,2020-09-25,,In Commercial Distribution,Streamline TL Spinal Fixation System,01-PA-875-85,01-PA-875-85,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016821,a0822762-e054-4d8e-9d52-83effab712cb,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-875-80,01-PA-875-80,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016814,346d13b5-9694-4297-8b35-433aeb0263db,Update,Published,2,2021-10-14,2020-09-25,,In Commercial Distribution,Streamline TL Spinal Fixation System,01-PA-875-75,01-PA-875-75,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016807,a80757f7-7d08-4a15-bc9b-24254eefcf2d,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-875-70,01-PA-875-70,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016791,d0f1bbb3-c249-4cd5-a0d0-daff3a134e00,Update,Published,2,2021-10-14,2020-09-25,,In Commercial Distribution,Streamline TL Spinal Fixation System,01-PA-875-65,01-PA-875-65,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016784,0dcea758-05e6-4510-8f65-cfb2f7402e9d,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-875-60,01-PA-875-60,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016777,acb8987a-2b0f-4bbd-a937-9a8b7d6d1bdb,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-875-55,01-PA-875-55,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016760,d8e2f136-3b3c-402b-bf90-d6e3044220b6,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-875-50,01-PA-875-50,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016753,7ce8e056-0298-4025-bdca-4964a5954dfa,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-875-45,01-PA-875-45,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016746,227be864-62f6-462c-9145-be36530249c9,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-875-40,01-PA-875-40,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016739,2be4de51-ba79-4c12-81ab-eb37553c0f40,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-875-35,01-PA-875-35,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016722,979a01f4-7eea-4458-9480-f4a727e5ea1c,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-875-30,01-PA-875-30,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016715,895f5050-6425-442c-bc21-0ce47f21ede7,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-875-100,01-PA-875-100,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016708,fdded93f-d38b-4bcd-be09-dfb436309274,Update,Published,2,2021-10-14,2020-09-25,,In Commercial Distribution,Streamline TL Spinal Fixation System,01-PA-775-95,01-PA-775-95,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016692,158a4c19-2148-4979-8848-0ccc5cf4bcca,Update,Published,2,2021-10-14,2020-09-25,,In Commercial Distribution,Streamline TL Spinal Fixation System,01-PA-775-90,01-PA-775-90,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016685,aef81682-1b8f-4ba3-9316-046cde9606d3,Update,Published,2,2021-10-14,2020-09-25,,In Commercial Distribution,Streamline TL Spinal Fixation System,01-PA-775-85,01-PA-775-85,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016678,4f375f23-ddc5-485c-a58f-1b9453254d71,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-775-80,01-PA-775-80,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016661,f1b536d3-d0e6-4e89-98ce-6c4e7a3a67b4,Update,Published,2,2021-10-14,2020-09-25,,In Commercial Distribution,Streamline TL Spinal Fixation System,01-PA-775-75,01-PA-775-75,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016654,9f24bd37-4305-4b09-b81f-ffe64229e1e7,Update,Published,2,2021-10-14,2020-09-25,,In Commercial Distribution,Streamline TL Spinal Fixation System,01-PA-775-70,01-PA-775-70,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016647,05e47907-127a-40a0-85fc-0f75c6af1cd0,Update,Published,2,2021-10-14,2020-09-25,,In Commercial Distribution,Streamline TL Spinal Fixation System,01-PA-775-65,01-PA-775-65,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016630,0e32f1e2-ced1-4d1b-bcfa-b1d9e3712ca1,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-775-60,01-PA-775-60,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016623,1c7af663-f5f1-4eec-aa75-3f72c23335a0,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-775-55,01-PA-775-55,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016616,10824227-fba6-431c-b032-2beb7733ddb2,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-775-50,01-PA-775-50,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016609,b91fb746-f204-4f79-b8aa-f3099d2094d5,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-775-45,01-PA-775-45,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016593,13e366e2-b65d-435b-9a26-fe1edcfe45d5,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-775-40,01-PA-775-40,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016586,b99f56ed-ea8a-4313-811b-93ffbeed7181,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-775-35,01-PA-775-35,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016579,350d39d4-e2e1-431f-9852-b267494052df,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-775-30,01-PA-775-30,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016562,0030a674-7608-4bae-85ea-911b4b100ca9,Update,Published,4,2021-10-14,2015-11-26,,In Commercial Distribution,STREAMLINE®* TL SPINAL FIXATION SYSTEM,01-PA-775-100,01-PA-775-100,793384496,"Pioneer Surgical Technology, Inc.",1,"PEDICLE SCREW, POLYAXIAL",,,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016555,7612ebcf-64d2-4425-957c-20c4d8ece7f5,Update,Published,2,2021-10-14,2019-12-21,,In Commercial Distribution,BULLET-TIP PEEK IBF SYSTEM,32-HANDLE-S,32-HANDLE-S,793384496,"Pioneer Surgical Technology, Inc.",1,"SHORT, INLINE HANDLE, HUDSON",,true,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016548,8328dd59-64e1-4997-968f-4192c5992180,Update,Published,2,2021-10-14,2019-12-21,,In Commercial Distribution,BULLET-TIP PEEK IBF SYSTEM,32-DTRL17-32,32-DTRL17-32,793384496,"Pioneer Surgical Technology, Inc.",1,DETACHABLE TRIAL SPACER,,true,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016531,6c573f9f-e51d-4e5e-9aed-7f738cbfb8e2,Update,Published,2,2021-10-14,2019-12-21,,In Commercial Distribution,BULLET-TIP PEEK IBF SYSTEM,32-DTRL17-26-6L,32-DTRL17-26-6L,793384496,"Pioneer Surgical Technology, Inc.",1,DETACHABLE TRIAL SPACER,,true,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016524,dc8c9589-ebaf-4d93-a6af-435e2b8d143e,Update,Published,2,2021-10-14,2019-12-21,,In Commercial Distribution,BULLET-TIP PEEK IBF SYSTEM,32-DTRL17-26,32-DTRL17-26,793384496,"Pioneer Surgical Technology, Inc.",1,DETACHABLE TRIAL SPACER,,true,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016517,ba95260f-13ec-46b0-8e52-1ab2e4a0d3df,Update,Published,2,2021-10-14,2019-12-21,,In Commercial Distribution,BULLET-TIP PEEK IBF SYSTEM,32-DTRL16-32,32-DTRL16-32,793384496,"Pioneer Surgical Technology, Inc.",1,DETACHABLE TRIAL SPACER,,true,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
846468016500,c90bf9c2-0d22-412d-b907-8c1a9f79ad11,Update,Published,2,2021-10-14,2019-12-21,,In Commercial Distribution,BULLET-TIP PEEK IBF SYSTEM,32-DTRL16-26-6L,32-DTRL16-26-6L,793384496,"Pioneer Surgical Technology, Inc.",1,DETACHABLE TRIAL SPACER,,true,,,,true,true,,,,,,,Labeling does not contain MRI Safety Information,true,,,true
